epoch,d_loss,g_loss
1167,0.3782,6.8333
1168,0.3872,7.0642
1169,0.3841,6.5206
1170,0.3825,6.5159
1171,0.3921,6.6338
1172,0.3816,6.5483
1173,0.3703,7.0553
1174,0.3822,6.8841
1175,0.3714,7.2563
1176,0.3698,6.8938
1177,0.3739,7.0365
1178,0.3725,6.9968
1179,0.3634,7.592
1180,0.3762,7.3107
1181,0.3634,7.3052
1182,0.3648,7.8189
1183,0.3688,7.8745
1184,0.3714,7.9234
1185,0.3659,8.0062
1186,0.3637,8.1377
1187,0.3639,8.2702
1188,0.3576,8.2831
1189,0.3662,8.0638
1190,0.3632,8.0152
1191,0.3742,8.2427
1192,0.3557,8.1367
1193,0.3693,7.8799
1194,0.3663,7.8726
1195,0.3671,8.0128
1196,0.3944,7.525
1197,0.3647,7.2433
1198,0.3601,7.235
1199,0.357,7.2203
1200,0.3613,7.5064
1201,0.3558,7.3868
1202,0.3565,7.6326
1203,0.3578,7.9394
1204,0.3583,7.766
1205,0.3604,7.9279
1206,0.3531,8.1
1207,0.3552,8.0885
1208,0.3583,7.9038
1209,0.3584,7.7137
1210,0.37,5.8205
1211,0.3655,6.4453
1212,0.3625,6.3439
1213,0.3628,6.281
1214,0.3672,6.284
1215,0.3898,6.3553
1216,0.3797,6.1168
1217,0.3744,6.4579
1218,0.3637,6.5117
1219,0.3601,6.7676
1220,0.3607,6.7748
1221,0.3622,6.7554
1222,0.3597,6.7463
1223,0.3571,6.5836
1224,0.3597,6.9999
1225,0.3634,6.9056
1226,0.3594,6.6108
1227,0.362,7.0036
1228,0.3517,7.1047
1229,0.3526,7.007
1230,0.3615,6.7406
1231,0.3567,7.1566
1232,0.3502,7.3806
1233,0.3632,7.3061
1234,0.362,7.3619
1235,0.3549,7.2064
1236,0.3578,7.0182
1237,0.355,7.2224
1238,0.3698,7.3498
1239,0.3682,7.3254
1240,0.3542,7.779
1241,0.3554,7.5026
1242,0.3507,7.3815
1243,0.354,7.5153
1244,0.3572,7.4657
1245,0.3485,7.6097
1246,0.3498,7.6315
1247,0.3564,7.286
1248,0.3495,7.6793
1249,0.3558,7.9808
1250,0.3503,7.521
1251,0.3544,7.5785
1252,0.3566,7.4149
1253,0.3527,7.6368
1254,0.3547,7.8039
1255,0.351,7.5994
1256,0.3568,8.0106
1257,0.354,8.2854
1258,0.3498,7.9606
1259,0.3539,8.0278
1260,0.3522,7.7368
1261,0.3513,7.6418
1262,0.3462,7.8952
1263,0.3508,7.9361
1264,0.3449,7.9768
1265,0.3448,8.7482
1266,0.3454,8.4094
1267,0.352,8.3312
1268,0.3534,7.1523
1269,0.3643,7.3887
1270,0.3473,7.3744
1271,0.3456,7.9859
1272,0.3448,7.7646
1273,0.3462,7.1041
1274,0.3449,7.5615
1275,0.3473,7.502
1276,0.349,7.5223
1277,0.347,7.3408
1278,0.3473,7.6579
1279,0.3576,7.5762
1280,0.3437,7.8315
1281,0.3489,7.8438
1282,0.3485,7.8684
1283,0.3537,8.1046
1284,0.3568,7.844
1285,0.351,7.5606
1286,0.3443,8.0852
1287,0.3449,7.7363
1288,0.3603,7.7504
1289,0.352,7.2497
1290,0.349,7.991
1291,0.3523,7.6018
1292,0.3644,7.6538
1293,0.3458,7.2997
1294,0.3428,7.5236
1295,0.3487,8.1645
1296,0.3552,7.5473
1297,0.3456,7.514
1298,0.3499,7.3203
1299,0.3423,7.4689
1300,0.3432,7.4617
1301,0.3436,7.4497
1302,0.3495,7.2913
1303,0.3509,7.3113
1304,0.3512,7.388
1305,0.347,7.6296
1306,0.3424,7.5661
1307,0.3452,7.9511
1308,0.3406,7.7619
1309,0.3445,7.8748
1310,0.3439,7.9123
1311,0.3386,8.1901
1312,0.3441,8.2154
1313,0.3428,7.9802
1314,0.3431,7.9066
1315,0.3411,8.1588
1316,0.3425,8.0465
1317,0.3441,8.0434
1318,0.3427,8.035
1319,0.3405,7.9282
1320,0.3421,7.9559
1321,0.34,7.9808
1322,0.3428,7.9581
1323,0.3416,7.9687
1324,0.341,8.0532
1325,0.3415,8.1372
1326,0.3434,7.8649
1327,0.3411,7.8797
1328,0.3437,7.907
1329,0.3377,7.7521
1330,0.3378,8.787
1331,0.3414,8.2103
1332,0.3422,8.1128
1333,0.3422,8.4089
1334,0.3406,7.7708
1335,0.3421,8.1592
1336,0.3417,7.9617
1337,0.3409,8.0659
1338,0.3389,7.95
1339,0.3404,7.8909
1340,0.3465,8.2133
1341,0.3393,8.1266
1342,0.3476,8.0959
1343,0.3401,8.1513
1344,0.3374,8.5814
1345,0.3438,8.3931
1346,0.3442,8.2241
1347,0.3426,8.5241
1348,0.3405,8.1658
1349,0.3397,8.7025
1350,0.3387,8.2307
1351,0.3401,7.9378
1352,0.3438,8.0566
1353,0.3413,8.2445
1354,0.3435,8.2174
1355,0.3379,7.6598
1356,0.3442,7.6255
1357,0.342,7.964
1358,0.3408,8.5147
1359,0.3393,8.3469
1360,0.3506,8.1523
1361,0.3426,8.6332
1362,0.3395,8.1972
1363,0.3388,8.1391
1364,0.3374,7.6756
1365,0.34,7.8892
1366,0.3395,8.384
1367,0.3413,7.8417
1368,0.3494,7.8262
1369,0.3456,7.973
1370,0.3721,7.7328
1371,0.346,7.5157
1372,0.3445,7.6793
1373,0.3409,7.4246
1374,0.3387,7.5746
1375,0.3422,7.7589
1376,0.3384,7.8042
1377,0.3501,7.7503
1378,0.3408,7.9484
1379,0.3373,8.0396
1380,0.3361,8.055
1381,0.3381,7.8776
1382,0.3407,8.1351
1383,0.3377,7.8384
1384,0.3422,7.8499
1385,0.3416,7.9698
1386,0.3413,8.3169
1387,0.3422,8.248
1388,0.3358,8.239
1389,0.3428,8.2029
1390,0.3494,8.4126
1391,0.3459,7.5416
1392,0.3453,7.6693
1393,0.3415,7.6276
1394,0.3383,7.6446
1395,0.349,7.8296
1396,0.3424,8.0606
1397,0.3393,7.8547
1398,0.3379,7.7396
1399,0.339,8.1734
1400,0.3412,8.0924
1401,0.3376,8.274
1402,0.3384,8.1284
1403,0.3394,8.0654
1404,0.3377,7.8369
1405,0.338,7.9296
1406,0.3384,7.7925
1407,0.3405,8.0751
1408,0.3362,8.2987
1409,0.3401,8.0107
1410,0.3378,8.4003
1411,0.34,7.9457
1412,0.3379,7.9213
1413,0.3392,8.3091
1414,0.3396,7.5684
1415,0.3379,8.1032
1416,0.3361,7.9139
1417,0.3367,8.2294
1418,0.3349,7.9318
1419,0.3356,8.614
1420,0.335,8.208
1421,0.34,8.4664
1422,0.3369,7.7816
1423,0.3351,8.0669
1424,0.3346,7.8955
1425,0.3557,8.0262
1426,0.338,7.9651
1427,0.3364,8.0956
1428,0.3398,7.6327
1429,0.346,7.8028
1430,0.3362,7.4885
1431,0.3424,7.2558
1432,0.3398,7.3639
1433,0.338,7.5018
1434,0.3417,7.7061
1435,0.338,7.5837
1436,0.3358,7.4046
1437,0.3399,7.9124
1438,0.3439,7.8642
1439,0.3398,7.6863
1440,0.339,7.8786
1441,0.339,7.9789
1442,0.3403,7.1015
1443,0.3361,6.9044
1444,0.3413,7.0965
1445,0.3477,7.0605
1446,0.3467,6.7727
1447,0.3413,6.8744
1448,0.3389,7.1117
1449,0.3406,7.8169
1450,0.3406,7.8082
1451,0.3428,7.5426
1452,0.346,7.0667
1453,0.3413,7.844
1454,0.3393,7.4645
1455,0.3382,7.5297
1456,0.344,7.6723
1457,0.3528,7.2792
1458,0.3385,7.0994
1459,0.3442,7.4892
1460,0.3409,7.4198
1461,0.3391,7.3215
1462,0.3359,7.6437
1463,0.3356,7.7668
1464,0.3396,7.526
1465,0.344,8.2039
1466,0.341,8.0654
1467,0.3402,8.5012
1468,0.3464,7.4601
1469,0.3375,7.4741
1470,0.3396,7.7924
1471,0.3464,7.6788
1472,0.3473,7.7847
1473,0.3397,7.7202
1474,0.3508,7.8529
1475,0.3464,7.8376
1476,0.3376,7.7508
1477,0.3362,8.0996
1478,0.337,8.0636
1479,0.3363,8.4816
1480,0.3365,7.9869
1481,0.343,8.1462
1482,0.345,8.6428
1483,0.3401,8.215
1484,0.3519,7.8812
1485,0.349,7.7551
1486,0.3387,7.9768
1487,0.3412,7.9636
1488,0.3348,8.0728
1489,0.3368,8.0467
1490,0.3356,8.069
1491,0.3365,7.8283
1492,0.3363,7.6363
1493,0.3381,7.796
1494,0.3354,8.4585
1495,0.3373,7.7627
1496,0.3405,7.9853
1497,0.3387,8.2057
1498,0.3429,8.2174
1499,0.3358,8.1575
1500,0.3372,8.4506
1501,0.3331,8.4006
1502,0.3464,8.2878
1503,0.3365,7.8338
1504,0.344,7.7232
1505,0.3402,7.7055
1506,0.336,7.7706
1507,0.3358,7.8802
1508,0.339,8.0659
1509,0.3663,7.8239
1510,0.3449,7.5034
1511,0.34,8.0968
1512,0.3383,7.6923
1513,0.3363,7.4651
1514,0.3415,7.9247
1515,0.3432,7.7095
1516,0.3358,8.5729
1517,0.3331,8.0934
1518,0.341,8.4509
1519,0.3358,8.2823
1520,0.3419,8.2583
1521,0.3345,8.2669
1522,0.3365,8.4067
1523,0.3378,8.2237
1524,0.3357,8.2087
1525,0.3351,8.6862
1526,0.3351,8.4371
1527,0.3432,8.1728
1528,0.3524,7.956
1529,0.3424,7.9781
1530,0.3451,8.0272
1531,0.338,8.194
1532,0.338,7.7976
1533,0.3356,7.8962
1534,0.3368,7.7211
1535,0.3348,8.284
1536,0.3328,8.6084
1537,0.3363,8.4001
1538,0.337,8.3066
1539,0.3471,7.6998
1540,0.3354,7.852
1541,0.3366,8.0245
1542,0.3437,8.0299
1543,0.3474,7.9743
1544,0.3398,7.6359
1545,0.3368,7.9188
1546,0.3355,8.1554
1547,0.3345,8.0697
1548,0.3334,8.298
1549,0.3383,8.1813
1550,0.3406,7.9592
1551,0.3386,7.976
1552,0.3403,8.2934
1553,0.3363,8.1601
1554,0.3418,8.5293
1555,0.3357,7.8509
1556,0.3347,8.2264
1557,0.334,8.7413
1558,0.3348,8.2414
1559,0.3397,8.3526
1560,0.3346,8.3644
1561,0.3342,8.015
1562,0.3357,8.3571
1563,0.3329,8.0224
1564,0.3346,8.3313
1565,0.3432,7.7372
1566,0.3329,7.9176
1567,0.3335,8.6726
1568,0.3341,8.2938
1569,0.3374,8.2097
1570,0.3384,8.4042
1571,0.348,7.78
1572,0.6993,8.0341
1573,0.6671,8.6123
1574,0.4727,7.3034
1575,0.4228,6.6371
1576,0.6432,6.3671
1577,0.9983,6.1892
1578,1.4139,7.8979
1579,1.1052,6.7033
1580,1.0488,5.3896
1581,1.2505,5.6609
1582,1.0722,5.2583
1583,1.099,5.394
1584,0.8213,3.9729
1585,0.7847,4.0401
1586,0.6846,3.7696
1587,0.7135,4.7979
1588,0.6014,4.7794
1589,0.6149,4.88
1590,0.5323,4.603
1591,0.5417,5.1843
1592,0.5376,5.0769
1593,0.4773,5.4084
1594,0.4546,5.3479
1595,0.4339,5.4448
1596,0.4206,5.893
1597,0.4342,6.3089
1598,0.4076,6.0499
1599,0.4142,6.025
1600,0.3933,5.9318
1601,0.4145,5.6898
1602,0.4093,6.1606
1603,0.404,6.1347
1604,0.416,6.1549
1605,0.7838,4.0243
1606,0.914,3.3448
1607,0.8408,3.8106
1608,0.9563,3.7454
1609,0.7582,3.8513
1610,0.7566,4.0879
1611,0.7508,3.789
1612,0.6876,4.0092
1613,0.6666,4.1398
1614,0.618,4.7729
1615,0.7089,4.0889
1616,0.7032,3.7733
1617,0.7978,3.9785
1618,0.6953,3.7409
1619,0.6786,3.826
1620,0.7821,4.1419
1621,0.8316,4.0001
1622,0.7156,3.9358
1623,0.7586,3.8947
1624,0.6724,4.4921
1625,0.5802,4.322
1626,0.7886,4.0608
1627,0.7006,3.8132
1628,0.7849,3.9832
1629,0.6237,4.1967
1630,0.6624,4.3353
1631,0.5762,4.3628
1632,0.4942,4.1885
1633,0.713,4.0934
1634,0.6988,3.5545
1635,0.6728,3.6578
1636,0.6564,3.6433
1637,0.7668,3.8286
1638,0.7134,3.9522
1639,0.6089,4.4762
1640,0.5898,4.7496
1641,0.5156,4.4809
1642,0.6112,4.4669
1643,0.6661,4.1797
1644,0.7247,4.3592
1645,0.6503,3.5549
1646,0.6961,3.4821
1647,0.6327,3.7844
1648,0.664,3.7915
1649,0.5964,4.2143
1650,0.6489,3.8803
1651,0.6321,3.8775
1652,0.591,3.9145
1653,0.6178,4.2043
1654,0.5857,4.1777
1655,0.5743,3.9436
1656,0.6494,4.2679
1657,0.62,4.4131
1658,0.6422,4.0093
1659,0.8216,3.9862
1660,0.751,3.61
1661,0.6768,3.353
1662,0.6294,3.5689
1663,0.6326,4.1603
1664,0.6457,3.7606
1665,0.6555,3.5049
1666,0.624,3.4637
1667,0.6293,3.7564
1668,0.5932,3.9133
1669,0.7507,3.8668
1670,0.5945,4.1285
1671,0.6046,3.7231
1672,0.6757,3.7929
1673,0.6761,3.7063
1674,0.6337,3.7018
1675,0.6642,3.714
1676,0.6578,3.6467
1677,0.7133,3.7432
1678,0.7087,3.6945
1679,0.8136,3.9443
1680,0.6877,3.8728
1681,0.6333,4.0606
1682,0.5563,4.1975
1683,0.6129,3.7235
1684,0.629,3.8656
1685,0.5611,4.2629
1686,0.6253,3.9145
1687,0.7107,3.5056
1688,0.6922,3.5033
1689,0.6316,3.4734
1690,0.668,3.8056
1691,0.6456,3.6223
1692,0.6573,3.8972
1693,0.6201,3.7152
1694,0.651,4.0578
1695,0.5969,3.9408
1696,0.6403,3.7461
1697,0.6101,4.0288
1698,0.6761,3.9813
1699,0.6306,4.169
1700,0.6487,4.0661
1701,0.6092,4.1951
1702,0.6879,4.1743
1703,0.6093,3.9654
1704,0.591,4.2101
1705,0.5857,4.1105
1706,0.5776,4.1886
1707,0.6054,4.3704
1708,0.6455,4.027
1709,0.5577,4.0174
1710,0.5748,4.0827
1711,0.5895,4.0639
1712,0.5838,3.7051
1713,0.5751,3.8246
1714,0.706,3.9454
1715,0.7331,3.7691
1716,0.6279,3.9178
1717,0.6188,3.8649
1718,0.5546,4.1066
1719,0.5742,4.3616
1720,0.6043,3.841
1721,0.5297,4.1125
1722,0.651,3.8933
1723,0.5523,3.9531
1724,0.6934,3.8581
1725,0.6789,4.2871
1726,0.6105,3.955
1727,0.7125,3.9159
1728,0.6014,3.9678
1729,0.5841,3.7727
1730,0.5626,4.3233
1731,0.6797,3.968
1732,0.5768,3.8448
1733,0.5911,3.5837
1734,0.6123,4.0301
1735,0.661,3.862
1736,0.649,4.0455
1737,0.6457,4.1906
1738,0.5629,4.0541
1739,0.7033,4.049
1740,0.5532,3.9837
1741,0.5769,3.9204
1742,0.5545,4.1736
1743,0.6704,3.9403
1744,0.6444,3.7098
1745,0.5724,4.1608
1746,0.6661,4.0834
1747,0.6052,4.0139
1748,0.5996,4.0955
1749,0.596,4.1264
1750,0.6715,4.1145
1751,0.6703,3.9786
1752,0.6425,3.7801
1753,0.6033,3.9526
1754,0.5688,3.904
1755,0.6266,4.4862
1756,0.6145,4.0029
1757,0.5836,3.9457
1758,0.6372,3.9697
1759,0.623,3.9628
1760,0.5873,3.9294
1761,0.5699,3.9277
1762,0.6515,3.5647
1763,0.6359,4.014
1764,0.6078,4.0981
1765,0.5592,4.1237
1766,0.5455,4.0377
1767,0.5616,4.1446
1768,0.5568,4.2113
1769,0.7251,4.2456
1770,0.5746,4.0953
1771,0.598,4.0313
1772,0.6156,3.7783
1773,0.621,3.9573
1774,0.6571,3.9391
1775,0.602,3.8496
1776,0.61,3.7664
1777,0.5939,3.7812
1778,0.6269,4.3686
1779,0.5587,4.0678
1780,0.628,4.1204
1781,0.5388,4.0954
1782,0.6209,3.8852
1783,0.5948,4.2553
1784,0.6049,4.3576
1785,0.5967,3.941
1786,0.6031,4.6197
1787,0.5989,4.2027
1788,0.6918,3.9485
1789,0.635,4.0263
1790,0.5739,4.0043
1791,0.582,4.0277
1792,0.6025,4.0482
1793,0.5614,3.9752
1794,0.6153,4.3464
1795,0.5367,3.9374
1796,0.5588,4.137
1797,0.6008,4.0298
1798,0.56,4.2191
1799,0.5844,4.2457
1800,0.5978,4.0491
1801,0.5821,4.1319
1802,0.6106,4.2485
1803,0.6014,4.2643
1804,0.553,4.7476
1805,0.5992,4.011
1806,0.6119,3.8335
1807,0.6402,4.2004
1808,0.7036,3.7207
1809,0.6959,4.2278
1810,0.6452,3.9105
1811,0.5942,3.8461
1812,0.6389,4.0603
1813,0.6551,4.027
1814,0.6327,3.9224
1815,0.5883,4.4338
1816,0.6044,3.8378
1817,0.7389,3.9287
1818,0.5983,3.8677
1819,0.6487,4.2663
1820,0.5598,4.0253
1821,0.62,3.6286
1822,0.586,3.7776
1823,0.6433,3.7501
1824,0.5708,4.2895
1825,0.6242,4.0206
1826,0.5298,4.1639
1827,0.5767,3.9754
1828,0.5574,4.3404
1829,0.5861,4.2928
1830,0.5614,4.0482
1831,0.6104,4.4155
1832,0.5664,4.4274
1833,0.584,4.105
1834,0.5647,4.3245
1835,0.5236,4.6344
1836,0.5246,5.2009
1837,0.484,5.4275
1838,0.4917,5.7152
1839,0.6517,4.2655
1840,0.5086,5.1381
1841,0.5907,5.1935
1842,0.4555,5.2947
1843,0.464,5.0945
1844,0.4737,5.4914
1845,0.4771,5.4092
1846,0.4661,5.3422
1847,0.4372,5.1106
1848,0.4331,5.7987
1849,0.431,5.8361
1850,0.4209,5.9807
1851,0.4373,5.7834
1852,0.4546,6.3313
1853,0.4431,6.2148
1854,0.4359,6.6815
1855,0.4355,6.8537
1856,0.4281,7.4906
1857,0.4112,7.3085
1858,0.4169,7.3027
1859,0.396,7.7278
1860,0.3962,7.4376
1861,0.4043,7.5484
1862,0.3834,7.363
1863,0.3866,7.1162
1864,0.3851,6.7602
1865,0.4043,6.4036
1866,0.4782,4.9561
1867,0.4548,4.4378
1868,0.4838,4.3495
1869,0.5185,4.0841
1870,0.53,4.0413
1871,0.5077,4.3876
1872,0.5142,4.1526
1873,0.5817,4.3192
1874,0.5193,3.9147
1875,0.5291,4.4574
1876,0.4895,4.1098
1877,0.5247,4.2592
1878,0.5196,4.213
1879,0.5407,4.5046
1880,0.5218,4.2876
1881,0.4999,4.4297
1882,0.5505,4.5155
1883,0.5325,4.0097
1884,0.5278,4.2281
1885,0.522,4.6563
1886,0.4833,4.3946
1887,0.512,4.4704
1888,0.5048,4.3653
1889,0.527,4.4143
1890,0.4997,4.3485
1891,0.4878,4.4361
1892,0.4883,4.4326
1893,0.4821,4.6349
1894,0.499,4.2975
1895,0.5121,4.6043
1896,0.5186,4.4035
1897,0.4959,4.5715
1898,0.5371,4.9094
1899,0.5216,4.5958
1900,0.4979,4.6628
1901,0.6195,4.5786
1902,0.5473,4.062
1903,0.5807,4.435
1904,0.5744,3.8907
1905,0.5414,4.3507
1906,0.4833,4.1496
1907,0.5303,3.929
1908,0.551,3.974
1909,0.5382,4.1383
1910,0.5668,4.281
1911,0.5626,4.7472
1912,0.4996,4.1788
1913,0.5415,4.3019
1914,0.5148,4.5855
1915,0.663,4.6899
1916,0.5811,4.2966
1917,0.5287,4.2753
1918,0.5677,4.3039
1919,0.5508,4.649
1920,0.5346,4.4154
1921,0.5387,4.2371
1922,0.574,4.2019
1923,0.5094,4.418
1924,0.6141,3.9912
1925,0.5846,4.2745
1926,0.6027,4.0489
1927,0.6383,4.253
1928,0.5504,4.139
1929,0.5369,4.1675
1930,0.5354,4.341
1931,0.5522,4.1642
1932,0.5816,4.3382
1933,0.5968,4.7473
1934,0.5724,4.1469
1935,0.5482,4.1167
1936,0.5817,4.4123
1937,0.5541,4.161
1938,0.537,4.4279
1939,0.5792,4.3479
1940,0.539,4.3611
1941,0.4947,4.6201
1942,0.5376,4.3619
1943,0.5137,4.5579
1944,0.5041,4.3871
1945,0.4977,4.5247
1946,0.5177,4.3583
1947,0.4739,4.3182
1948,0.5578,4.1482
1949,0.6802,4.2402
1950,0.632,3.8848
1951,0.6046,3.8
1952,0.5857,3.4792
1953,0.6386,3.9569
1954,0.5776,3.5335
1955,0.5804,4.2098
1956,0.5449,4.0068
1957,0.5313,4.0302
1958,0.558,3.916
1959,0.5444,3.9074
1960,0.6875,3.8179
1961,0.5809,4.116
1962,0.5845,4.2052
1963,0.5636,4.0975
1964,0.5428,4.4179
1965,0.5954,4.2759
1966,0.5629,4.553
1967,0.4643,5.0832
1968,0.4874,5.3177
1969,0.4593,5.8477
1970,0.4324,6.0104
1971,0.4526,6.1776
1972,0.43,6.7054
1973,0.4268,6.2688
1974,0.4206,6.5619
1975,0.4314,6.5691
1976,0.4624,6.5211
1977,0.4281,7.4345
1978,0.4231,6.7692
1979,0.4083,7.0193
1980,0.4087,7.3446
1981,0.4009,7.5232
1982,0.4014,7.5375
1983,0.4104,7.5231
1984,0.3919,7.3052
1985,0.3983,7.5895
1986,0.3908,6.9814
1987,0.4177,6.5339
1988,0.4017,5.8831
1989,0.4501,4.5695
1990,0.4628,4.0592
1991,0.4675,4.1548
1992,0.4648,4.013
1993,0.5286,3.8004
1994,0.502,4.0854
1995,0.5037,3.8668
1996,0.5057,4.2031
1997,0.5463,3.9603
1998,0.4928,4.2576
1999,0.4606,4.2143
2000,0.499,4.2945
